sale_date,store_id,sales_channel,total_transactions,total_units_sold,total_revenue,total_gross_profit,avg_order_value
2026-05-17,STR-105,In-Store,1,4,11474.6,2926.88,11474.6
2026-05-17,STR-106,Mobile App,1,3,4962.48,1520.76,4962.48
2026-05-17,STR-106,Online,1,3,51604.77,16848.78,51604.77
2026-05-17,STR-107,In-Store,1,1,3070.53,969.65,3070.53
2026-05-17,STR-107,Online,1,3,14067.7,5220.7,14067.7
2026-05-17,STR-109,In-Store,1,2,17467.01,2990.19,17467.01
2026-05-17,STR-109,Mobile App,1,4,54625.46,14422.38,54625.46
2026-05-17,STR-110,Mobile App,1,4,41418.25,13162.53,41418.25
2026-05-17,STR-111,Online,1,3,64240.25,20026.61,64240.25
2026-05-18,STR-101,Mobile App,1,3,32106.11,4765.7,32106.11
2026-05-18,STR-102,In-Store,1,1,6639.39,2399.1,6639.39
2026-05-18,STR-103,Online,1,3,42249.86,9070.1,42249.86
2026-05-18,STR-104,Mobile App,1,4,36988.96,8035.32,36988.96
2026-05-18,STR-109,In-Store,1,3,60194.11,17946.55,60194.11
2026-05-18,STR-109,Online,1,5,107782.56,32644.11,107782.56
2026-05-18,STR-112,Online,1,3,27612.17,6420.38,27612.17
2026-05-18,STR-113,Mobile App,2,6,103281.64,15962.56,51640.82
2026-05-18,STR-113,Online,1,3,38092.94,3229.4,38092.94
2026-05-19,STR-100,In-Store,1,4,25175.34,4177.42,25175.34
2026-05-19,STR-100,Mobile App,1,5,54359.6,10240.0,54359.6
2026-05-19,STR-101,Mobile App,1,4,52100.93,12812.93,52100.93
2026-05-19,STR-103,Mobile App,2,5,63996.76,8833.92,31998.38
2026-05-19,STR-104,Online,2,4,57290.91,9389.28,28645.46
2026-05-19,STR-105,In-Store,1,4,72837.79,21715.87,72837.79
2026-05-19,STR-105,Online,1,4,78409.16,17731.96,78409.16
2026-05-19,STR-107,In-Store,1,4,95473.76,23730.36,95473.76
2026-05-19,STR-110,In-Store,1,1,5895.97,1148.3,5895.97
2026-05-19,STR-111,Mobile App,1,2,12485.57,2990.23,12485.57
2026-05-19,STR-113,Online,1,3,68262.29,23179.22,68262.29
2026-05-19,STR-114,Mobile App,1,4,26314.67,5958.59,26314.67
2026-05-20,STR-101,Online,1,5,62953.15,17385.8,62953.15
2026-05-20,STR-103,In-Store,1,4,74282.36,13605.16,74282.36
2026-05-20,STR-103,Online,1,3,35799.29,11113.28,35799.29
2026-05-20,STR-105,Online,1,4,22196.58,3205.9,22196.58
2026-05-20,STR-106,Mobile App,1,2,13278.78,4798.2,13278.78
2026-05-20,STR-106,Online,1,4,59338.5,6998.9,59338.5
2026-05-20,STR-107,In-Store,2,5,101100.12,19305.95,50550.06
2026-05-20,STR-108,Online,2,6,30346.82,4258.75,15173.41
2026-05-20,STR-111,In-Store,1,1,16237.98,3404.48,16237.98
2026-05-20,STR-112,In-Store,1,5,87694.46,11847.96,87694.46
2026-05-20,STR-112,Mobile App,1,2,35245.7,2586.9,35245.7
2026-05-20,STR-112,Online,1,5,70852.76,29709.41,70852.76
2026-05-20,STR-113,In-Store,1,5,22834.24,3858.34,22834.24
2026-05-20,STR-113,Mobile App,1,4,85926.38,14182.98,85926.38
2026-05-21,STR-100,Mobile App,1,4,27745.72,8755.04,27745.72
2026-05-21,STR-101,Mobile App,1,1,12697.65,1076.47,12697.65
2026-05-21,STR-101,Online,1,2,28830.11,8728.57,28830.11
2026-05-21,STR-105,Mobile App,1,3,17979.03,4449.96,17979.03
2026-05-21,STR-106,Mobile App,2,6,109259.07,20270.19,54629.54
2026-05-21,STR-108,Mobile App,1,5,104101.2,32036.15,104101.2
2026-05-21,STR-109,In-Store,1,1,22028.56,5699.16,22028.56
2026-05-21,STR-109,Mobile App,1,3,5725.86,890.55,5725.86
2026-05-21,STR-111,Mobile App,1,3,26082.7,9066.46,26082.7
2026-05-21,STR-112,In-Store,1,1,14963.49,3903.57,14963.49
2026-05-21,STR-112,Mobile App,1,4,66028.77,5351.57,66028.77
2026-05-21,STR-112,Online,1,4,47893.31,14529.03,47893.31
2026-05-21,STR-113,Online,1,1,1111.79,429.98,1111.79
2026-05-21,STR-114,In-Store,1,2,41864.96,8200.38,41864.96
2026-05-22,STR-103,In-Store,2,7,99038.82,18454.16,49519.41
2026-05-22,STR-103,Mobile App,1,5,9304.65,3568.45,9304.65
2026-05-22,STR-104,Online,1,5,87549.48,19566.33,87549.48
2026-05-22,STR-105,Online,1,3,65721.54,19200.69,65721.54
2026-05-22,STR-106,In-Store,1,3,8726.78,2424.14,8726.78
2026-05-22,STR-107,Mobile App,1,5,95473.76,5794.51,95473.76
2026-05-22,STR-110,Online,1,3,17979.03,4449.96,17979.03
2026-05-22,STR-111,In-Store,1,1,17251.06,4470.58,17251.06
2026-05-22,STR-111,Mobile App,1,1,22095.39,5263.1,22095.39
2026-05-22,STR-112,In-Store,1,4,79302.82,13985.22,79302.82
2026-05-23,STR-101,Online,1,3,38164.98,13141.77,38164.98
2026-05-23,STR-102,Mobile App,1,4,61693.28,25333.6,61693.28
2026-05-23,STR-103,In-Store,1,4,63047.15,10707.55,63047.15
2026-05-23,STR-103,Mobile App,1,4,7399.76,2156.04,7399.76
2026-05-23,STR-104,Online,1,5,113375.09,23695.84,113375.09
2026-05-23,STR-106,In-Store,1,4,70788.82,13136.78,70788.82
2026-05-23,STR-106,Mobile App,2,3,29349.57,8891.94,14674.78
2026-05-23,STR-108,Mobile App,1,3,37324.57,13199.17,37324.57
2026-05-23,STR-108,Online,1,3,50171.71,16991.95,50171.71
2026-05-23,STR-109,In-Store,1,4,83708.53,18390.93,83708.53
2026-05-23,STR-110,Online,1,4,30912.83,8224.51,30912.83
2026-05-23,STR-111,Online,1,3,8605.95,2195.16,8605.95
2026-05-23,STR-112,In-Store,1,4,38641.04,15952.72,38641.04
2026-05-23,STR-114,Online,1,3,58419.14,11898.29,58419.14
2026-05-24,STR-101,Mobile App,1,3,43864.05,9108.06,43864.05
2026-05-24,STR-102,Mobile App,1,5,23446.17,8701.17,23446.17
2026-05-24,STR-102,Online,2,10,145002.67,26766.77,72501.34
2026-05-24,STR-108,In-Store,1,4,63488.24,17003.52,63488.24
2026-05-24,STR-109,Mobile App,2,8,114428.91,28755.23,57214.46
2026-05-24,STR-110,Online,1,2,36084.4,10417.4,36084.4
2026-05-24,STR-112,Mobile App,1,1,16588.32,2991.69,16588.32
2026-05-24,STR-113,In-Store,1,1,20274.45,5720.67,20274.45
2026-05-25,STR-100,Mobile App,1,2,47903.36,17847.98,47903.36
2026-05-25,STR-102,Mobile App,1,5,9543.1,1484.25,9543.1
2026-05-25,STR-103,Online,1,3,44503.87,5249.17,44503.87
2026-05-25,STR-104,Mobile App,1,5,29479.83,5741.48,29479.83
2026-05-25,STR-106,In-Store,1,1,6658.9,2149.21,6658.9
2026-05-25,STR-106,Mobile App,1,5,10073.28,2014.43,10073.28
2026-05-25,STR-106,Online,1,1,18543.28,5458.38,18543.28
2026-05-25,STR-113,In-Store,2,7,40323.44,10081.4,20161.72
2026-05-26,STR-100,Mobile App,1,2,4876.7,602.84,4876.7
2026-05-26,STR-101,In-Store,1,2,41864.96,8200.38,41864.96
2026-05-26,STR-102,Online,1,5,63488.24,5382.34,63488.24
2026-05-26,STR-104,Mobile App,1,3,4603.73,276.56,4603.73
2026-05-26,STR-106,In-Store,2,6,42734.95,9141.29,21367.48
2026-05-26,STR-108,Online,1,5,24748.74,10003.74,24748.74
2026-05-26,STR-109,In-Store,1,4,41908.29,9741.09,41908.29
2026-05-26,STR-110,Mobile App,2,8,128215.64,27572.94,64107.82
2026-05-26,STR-111,In-Store,1,2,33312.38,4486.36,33312.38
2026-05-26,STR-113,Mobile App,1,1,23951.68,8923.99,23951.68
2026-05-26,STR-114,Online,1,5,87694.46,11847.96,87694.46
2026-05-27,STR-102,Online,1,5,57525.35,22205.7,57525.35
2026-05-27,STR-103,Online,1,2,40548.9,11441.34,40548.9
2026-05-27,STR-105,Mobile App,1,1,10477.07,2435.27,10477.07
2026-05-27,STR-106,Online,1,1,12678.91,4450.24,12678.91
2026-05-27,STR-107,Online,1,4,79302.82,13985.22,79302.82
2026-05-27,STR-108,In-Store,1,1,4852.28,1057.1,4852.28
2026-05-27,STR-110,Mobile App,1,2,11986.02,2966.64,11986.02
2026-05-27,STR-110,Online,1,5,74581.85,33438.5,74581.85
2026-05-27,STR-111,In-Store,1,1,16341.51,4756.18,16341.51
2026-05-27,STR-111,Mobile App,1,5,74173.12,8748.62,74173.12
2026-05-27,STR-112,Mobile App,1,2,23010.14,8882.28,23010.14
2026-05-27,STR-112,Online,1,1,14966.66,6625.59,14966.66
2026-05-27,STR-113,Mobile App,1,3,37771.89,10431.48,37771.89
2026-05-27,STR-114,In-Store,1,5,29238.52,3793.42,29238.52
2026-05-27,STR-114,Mobile App,1,3,46269.96,19000.2,46269.96
2026-05-28,STR-100,Online,1,4,50790.59,4305.87,50790.59
2026-05-28,STR-101,Online,1,1,23951.68,8923.99,23951.68
2026-05-28,STR-102,Online,1,1,22754.1,7726.41,22754.1
2026-05-28,STR-103,Mobile App,1,5,33217.46,6970.06,33217.46
2026-05-28,STR-104,In-Store,1,3,57484.03,12400.96,57484.03
2026-05-28,STR-105,Online,1,1,4949.75,2000.75,4949.75
2026-05-28,STR-106,In-Store,1,4,80258.81,23928.73,80258.81
2026-05-28,STR-106,Mobile App,1,1,22675.02,4739.17,22675.02
2026-05-28,STR-107,Online,1,1,19008.67,4926.15,19008.67
2026-05-28,STR-108,Mobile App,2,8,66654.82,16321.65,33327.41
2026-05-28,STR-110,In-Store,1,3,39289.02,15163.62,39289.02
2026-05-28,STR-110,Online,1,3,69372.73,22851.88,69372.73
2026-05-28,STR-111,In-Store,1,4,11663.1,2051.02,11663.1
2026-05-28,STR-111,Mobile App,1,3,50689.78,8442.22,50689.78
2026-05-28,STR-111,Online,2,2,21051.46,6214.06,10525.73
2026-05-28,STR-112,Online,1,3,55294.41,14504.52,55294.41
2026-05-28,STR-114,Mobile App,1,5,74833.3,33127.95,74833.3
2026-05-29,STR-100,In-Store,1,1,2585.71,484.83,2585.71
2026-05-29,STR-100,Online,2,5,38572.16,10041.53,19286.08
2026-05-29,STR-104,Online,1,5,61693.28,16243.68,61693.28
2026-05-29,STR-105,Mobile App,1,5,36548.15,11103.05,36548.15
2026-05-29,STR-108,In-Store,1,5,95796.87,22107.47,95796.87
2026-05-29,STR-110,In-Store,2,5,65066.65,13588.56,32533.32
2026-05-29,STR-112,Online,2,6,12850.2,3332.62,6425.1
2026-05-29,STR-113,Mobile App,1,3,41454.55,2909.29,41454.55
2026-05-29,STR-114,Mobile App,1,5,103169.95,27323.45,103169.95
2026-05-30,STR-102,Online,1,5,75392.28,17286.38,75392.28
2026-05-30,STR-103,In-Store,1,1,16219.56,1665.78,16219.56
2026-05-30,STR-107,Mobile App,1,3,5272.63,1830.91,5272.63
2026-05-30,STR-108,Mobile App,1,5,28300.32,5751.87,28300.32
2026-05-30,STR-111,Mobile App,1,1,5708.56,1913.38,5708.56
2026-05-30,STR-112,Online,2,8,137251.42,29132.66,68625.71
2026-05-30,STR-113,Mobile App,1,5,116291.55,32130.1,116291.55
2026-05-30,STR-113,Online,1,3,18977.86,5448.79,18977.86
2026-05-31,STR-100,Online,2,6,76380.36,20180.64,38190.18
2026-05-31,STR-101,In-Store,1,2,32439.12,3331.56,32439.12
2026-05-31,STR-101,Online,1,1,4852.28,1057.1,4852.28
2026-05-31,STR-102,Mobile App,1,1,5889.45,1621.37,5889.45
2026-05-31,STR-103,In-Store,2,3,28329.13,4996.67,14164.56
2026-05-31,STR-104,Mobile App,1,2,18354.49,7010.33,18354.49
2026-05-31,STR-104,Online,1,2,29933.32,13251.18,29933.32
2026-05-31,STR-107,In-Store,1,2,45350.04,9478.34,45350.04
2026-05-31,STR-108,In-Store,1,2,3928.63,1634.15,3928.63
2026-05-31,STR-109,Mobile App,1,4,23972.04,5933.28,23972.04
2026-05-31,STR-111,Mobile App,2,5,20508.51,3643.61,10254.25
2026-05-31,STR-111,Online,1,5,82941.62,14958.47,82941.62
2026-05-31,STR-112,In-Store,1,3,26082.7,9066.46,26082.7
2026-05-31,STR-113,In-Store,2,2,7563.8,1204.36,3781.9
2026-05-31,STR-113,Online,1,3,47000.25,6210.36,47000.25
2026-05-31,STR-114,Mobile App,1,1,20286.4,5548.52,20286.4
2026-06-01,STR-101,In-Store,1,1,14083.29,3023.37,14083.29
2026-06-01,STR-101,Mobile App,1,2,23946.66,7264.52,23946.66
2026-06-01,STR-102,Online,1,2,2223.58,859.96,2223.58
2026-06-01,STR-103,In-Store,1,4,71810.52,15480.44,71810.52
2026-06-01,STR-103,Mobile App,1,5,5558.95,2149.9,5558.95
2026-06-01,STR-107,Online,1,4,6138.3,368.74,6138.3
2026-06-01,STR-108,In-Store,1,3,15981.36,2452.29,15981.36
2026-06-01,STR-109,Mobile App,1,4,67586.37,11256.29,67586.37
2026-06-01,STR-110,In-Store,1,1,3070.53,969.65,3070.53
2026-06-01,STR-110,Mobile App,1,2,23946.66,7264.52,23946.66
2026-06-01,STR-110,Online,1,5,13626.09,2941.44,13626.09
2026-06-01,STR-111,In-Store,1,2,46516.62,12852.04,46516.62
2026-06-01,STR-113,In-Store,2,8,95042.58,24611.26,47521.29
2026-06-01,STR-113,Mobile App,1,1,2120.69,508.92,2120.69
2026-06-01,STR-113,Online,1,5,56657.83,11090.48,56657.83
2026-06-01,STR-114,In-Store,1,3,50171.71,16991.95,50171.71
2026-06-01,STR-114,Online,1,1,22028.56,5699.16,22028.56
2026-06-02,STR-100,In-Store,1,4,4002.44,1275.2,4002.44
2026-06-02,STR-100,Online,1,4,20841.04,9045.04,20841.04
2026-06-02,STR-101,In-Store,1,4,83768.89,10178.09,83768.89
2026-06-02,STR-101,Mobile App,1,3,35919.98,10896.77,35919.98
2026-06-02,STR-101,Online,1,2,47736.88,11865.18,47736.88
2026-06-02,STR-103,In-Store,1,3,62070.34,15549.49,62070.34
2026-06-02,STR-103,Online,1,2,20549.42,6072.6,20549.42
2026-06-02,STR-104,Mobile App,1,1,20932.48,4100.19,20932.48
2026-06-02,STR-105,Mobile App,1,3,31927.07,10213.55,31927.07
2026-06-02,STR-105,Online,1,5,34944.15,13742.7,34944.15
2026-06-02,STR-106,Mobile App,1,2,11098.29,1602.95,11098.29
2026-06-02,STR-106,Online,2,8,164886.1,30993.21,82443.05
2026-06-02,STR-107,Online,1,2,11778.9,3242.74,11778.9
2026-06-02,STR-108,Online,1,2,23649.68,9174.0,23649.68
2026-06-02,STR-109,Online,1,5,98551.64,6563.14,98551.64
2026-06-02,STR-110,Mobile App,1,3,5754.66,1427.49,5754.66
2026-06-02,STR-111,Online,1,2,30846.64,12666.8,30846.64
2026-06-02,STR-113,Online,1,5,104662.4,20500.95,104662.4
2026-06-02,STR-114,Online,1,1,23258.31,6426.02,23258.31
2026-06-03,STR-100,Mobile App,1,1,15335.87,2502.37,15335.87
2026-06-03,STR-100,Online,1,1,9760.97,2522.56,9760.97
2026-06-03,STR-102,In-Store,1,3,61076.78,15993.71,61076.78
2026-06-03,STR-106,In-Store,1,3,34515.21,13323.42,34515.21
2026-06-03,STR-107,Mobile App,1,1,17604.11,6544.19,17604.11
2026-06-03,STR-108,In-Store,1,2,27421.54,7777.54,27421.54
2026-06-03,STR-108,Mobile App,1,2,24159.82,6511.98,24159.82
2026-06-03,STR-108,Online,1,5,54649.08,19329.43,54649.08
2026-06-03,STR-109,Mobile App,1,2,3260.97,376.19,3260.97
2026-06-03,STR-109,Online,1,5,7672.88,460.93,7672.88
2026-06-03,STR-110,Mobile App,1,5,27115.66,8139.76,27115.66
2026-06-03,STR-110,Online,1,5,56657.83,11090.48,56657.83
2026-06-03,STR-111,Mobile App,1,5,29447.24,8106.84,29447.24
2026-06-03,STR-113,Online,3,11,127043.0,40957.97,42347.67
2026-06-04,STR-100,Mobile App,2,7,57786.97,20684.25,28893.48
2026-06-04,STR-100,Online,1,1,13424.73,5196.06,13424.73
2026-06-04,STR-102,In-Store,1,2,39651.41,6992.61,39651.41
2026-06-04,STR-102,Mobile App,1,2,18494.48,4017.66,18494.48
2026-06-04,STR-103,Online,1,4,64951.92,13617.92,64951.92
2026-06-04,STR-104,Online,2,5,50133.61,13362.18,25066.8
2026-06-04,STR-105,Mobile App,2,6,29367.87,5417.97,14683.94
2026-06-04,STR-106,In-Store,1,3,20809.29,6566.28,20809.29
2026-06-04,STR-107,Mobile App,1,2,46248.49,15234.59,46248.49
2026-06-04,STR-107,Online,1,5,46841.35,10333.9,46841.35
2026-06-04,STR-109,In-Store,1,2,39204.58,8865.98,39204.58
2026-06-04,STR-111,Online,2,6,101455.7,26302.82,50727.85
2026-06-04,STR-113,Mobile App,1,4,84482.96,28152.88,84482.96
2026-06-04,STR-113,Online,2,3,30419.72,4954.37,15209.86
2026-06-04,STR-114,In-Store,1,4,23762.02,6800.86,23762.02
2026-06-04,STR-114,Online,1,3,57284.26,3476.71,57284.26
2026-06-05,STR-100,In-Store,2,5,79604.07,19180.15,39802.03
2026-06-05,STR-104,In-Store,1,4,22640.26,4601.5,22640.26
2026-06-05,STR-104,Mobile App,1,2,48682.62,17668.72,48682.62
2026-06-05,STR-104,Online,1,4,27745.72,8755.04,27745.72
2026-06-05,STR-105,In-Store,2,7,109239.59,35893.27,54619.8
2026-06-05,STR-106,Mobile App,1,4,7672.88,1903.32,7672.88
2026-06-05,STR-106,Online,1,5,22834.24,3858.34,22834.24
2026-06-05,STR-109,Online,2,9,106241.8,28376.11,53120.9
2026-06-05,STR-110,In-Store,1,5,27745.72,4007.37,27745.72
2026-06-05,STR-110,Mobile App,1,2,29669.25,3499.45,29669.25
2026-06-05,STR-111,Online,1,1,18042.2,5208.7,18042.2
2026-06-05,STR-112,Online,2,5,87089.56,25083.78,43544.78
2026-06-05,STR-113,Mobile App,1,5,5558.95,2149.9,5558.95
2026-06-05,STR-113,Online,1,2,10846.26,3255.9,10846.26
2026-06-05,STR-114,In-Store,2,8,96597.52,19709.15,48298.76
2026-06-06,STR-100,In-Store,1,2,3655.65,1259.15,3655.65
2026-06-06,STR-102,In-Store,1,3,24400.44,7228.65,24400.44
2026-06-06,STR-102,Online,2,7,154782.16,32203.16,77391.08
2026-06-06,STR-103,Online,1,2,21937.23,2293.23,21937.23
2026-06-06,STR-104,Online,1,3,38693.04,8540.73,38693.04
2026-06-06,STR-106,Mobile App,1,4,61343.48,10009.48,61343.48
2026-06-06,STR-107,In-Store,1,1,21907.18,6400.23,21907.18
2026-06-06,STR-107,Mobile App,1,5,9012.93,954.08,9012.93
2026-06-06,STR-109,Mobile App,1,1,9663.93,840.01,9663.93
2026-06-06,STR-110,Online,1,4,81097.8,22882.68,81097.8
2026-06-06,STR-111,In-Store,2,5,75568.52,24984.35,37784.26
2026-06-06,STR-113,In-Store,3,6,49227.73,12186.38,16409.24
2026-06-06,STR-113,Mobile App,1,2,35245.7,2586.9,35245.7
2026-06-06,STR-114,Mobile App,1,2,41854.26,9195.46,41854.26
2026-06-07,STR-100,Mobile App,1,3,14556.83,3171.29,14556.83
2026-06-07,STR-100,Online,3,7,121000.78,34068.86,40333.59
2026-06-07,STR-101,In-Store,1,5,53211.78,17022.58,53211.78
2026-06-07,STR-101,Mobile App,1,5,46236.2,10044.15,46236.2
2026-06-07,STR-101,Online,1,3,49227.28,10682.02,49227.28
2026-06-07,STR-102,Online,2,4,67578.47,20394.52,33789.24
2026-06-07,STR-105,In-Store,2,8,129023.53,18792.82,64511.76
2026-06-07,STR-105,Online,1,3,55819.94,5323.07,55819.94
2026-06-07,STR-106,In-Store,1,2,40548.9,11441.34,40548.9
2026-06-07,STR-106,Mobile App,1,2,24159.82,6511.98,24159.82
2026-06-07,STR-107,Online,1,3,54097.06,9883.42,54097.06
2026-06-07,STR-108,In-Store,1,2,19558.62,5430.76,19558.62
2026-06-07,STR-108,Online,1,1,18032.35,3294.47,18032.35
2026-06-07,STR-110,In-Store,1,4,41418.25,13162.53,41418.25
2026-06-07,STR-110,Online,1,3,57284.26,3476.71,57284.26
2026-06-07,STR-111,Mobile App,1,4,27955.32,10994.16,27955.32
2026-06-07,STR-112,Mobile App,1,3,43301.28,4800.78,43301.28
2026-06-07,STR-112,Online,2,5,99950.95,35822.27,49975.48
2026-06-07,STR-113,Mobile App,2,8,132795.68,43731.28,66397.84
2026-06-08,STR-101,Online,1,4,23557.8,6485.48,23557.8
2026-06-08,STR-102,In-Store,1,3,66522.36,11329.26,66522.36
2026-06-08,STR-102,Online,1,1,12721.66,4380.59,12721.66
2026-06-08,STR-103,In-Store,2,5,28605.36,6003.51,14302.68
2026-06-08,STR-103,Mobile App,1,3,49227.28,10682.02,49227.28
2026-06-08,STR-105,Online,2,6,80311.17,28383.39,40155.58
2026-06-08,STR-106,In-Store,1,2,44348.24,7552.84,44348.24
2026-06-08,STR-107,In-Store,1,5,48896.55,13576.9,48896.55
2026-06-08,STR-107,Mobile App,1,4,58727.28,7333.6,58727.28
2026-06-08,STR-108,In-Store,1,4,65636.37,14242.69,65636.37
2026-06-08,STR-109,Mobile App,1,1,1000.61,318.8,1000.61
2026-06-08,STR-110,Online,1,1,16219.56,1665.78,16219.56
2026-06-08,STR-111,In-Store,1,5,105603.7,35191.1,105603.7
2026-06-08,STR-111,Online,2,8,131514.44,41104.52,65757.22
2026-06-08,STR-112,Mobile App,1,2,13278.78,4798.2,13278.78
2026-06-08,STR-113,Mobile App,1,3,3168.6,1123.17,3168.6
2026-06-08,STR-114,Online,1,4,53879.98,20515.7,53879.98
2026-06-09,STR-100,Mobile App,1,3,16783.56,1035.12,16783.56
2026-06-09,STR-100,Online,1,2,37086.56,10916.76,37086.56
2026-06-09,STR-101,In-Store,1,4,72168.8,20834.8,72168.8
2026-06-09,STR-101,Mobile App,1,3,41283.82,6527.83,41283.82
2026-06-09,STR-102,Mobile App,1,5,79218.5,23918.9,79218.5
2026-06-09,STR-104,In-Store,1,1,1000.61,318.8,1000.61
2026-06-09,STR-105,In-Store,1,4,7311.29,2518.29,7311.29
2026-06-09,STR-106,In-Store,2,2,33272.17,6617.88,16636.08
2026-06-09,STR-108,Online,2,6,113573.76,29691.64,56786.88
2026-06-09,STR-110,Online,2,5,48009.31,18019.5,24004.66
2026-06-09,STR-113,In-Store,1,3,10934.16,3725.1,10934.16
2026-06-09,STR-113,Mobile App,1,5,65126.16,16016.16,65126.16
2026-06-10,STR-101,In-Store,1,4,61343.48,10009.48,61343.48
2026-06-10,STR-102,Online,1,2,29242.7,6072.04,29242.7
2026-06-10,STR-104,Online,1,5,101372.25,28603.35,101372.25
2026-06-10,STR-105,Mobile App,1,5,101431.98,27742.58,101431.98
2026-06-10,STR-107,Mobile App,1,4,41418.25,13162.53,41418.25
2026-06-10,STR-107,Online,1,5,91235.02,18466.12,91235.02
2026-06-10,STR-108,In-Store,1,3,24400.44,7228.65,24400.44
2026-06-10,STR-108,Mobile App,2,5,67055.21,18035.53,33527.61
2026-06-10,STR-108,Online,1,2,12398.84,3862.68,12398.84
2026-06-10,STR-109,Online,1,3,28104.81,6200.34,28104.81
2026-06-10,STR-110,In-Store,1,1,12441.52,4399.72,12441.52
2026-06-10,STR-111,Mobile App,1,4,6521.95,752.39,6521.95
2026-06-10,STR-112,Online,1,1,13025.23,3203.23,13025.23
2026-06-10,STR-113,In-Store,1,2,41854.26,9195.46,41854.26
2026-06-10,STR-113,Mobile App,1,3,5582.79,2141.07,5582.79
2026-06-10,STR-114,In-Store,2,9,16342.89,5558.64,8171.44
2026-06-10,STR-114,Online,2,7,120959.94,30792.71,60479.97
2026-06-11,STR-100,Online,1,3,28980.78,11964.54,28980.78
2026-06-11,STR-102,In-Store,1,4,70788.82,13136.78,70788.82
2026-06-11,STR-103,In-Store,1,5,57525.35,22205.7,57525.35
2026-06-11,STR-103,Mobile App,1,1,18209.45,5428.97,18209.45
2026-06-11,STR-103,Online,2,6,116025.79,30106.79,58012.9
2026-06-11,STR-105,Online,4,11,124355.29,41784.85,31088.82
2026-06-11,STR-106,Online,1,3,51604.77,16848.78,51604.77
2026-06-11,STR-108,Mobile App,1,5,68281.83,18027.98,68281.83
2026-06-11,STR-109,Online,1,3,24659.3,2944.07,24659.3
2026-06-11,STR-110,Online,1,1,15423.32,6333.4,15423.32
2026-06-11,STR-113,In-Store,1,2,3605.17,381.63,3605.17
2026-06-11,STR-114,Online,1,3,17821.52,5100.65,17821.52
2026-06-12,STR-100,In-Store,1,2,2112.4,748.78,2112.4
2026-06-12,STR-101,Mobile App,1,5,77727.28,13485.18,77727.28
2026-06-12,STR-102,Mobile App,1,4,83708.53,18390.93,83708.53
2026-06-12,STR-102,Online,2,4,38580.94,10517.44,19290.47
2026-06-12,STR-104,Online,1,5,77407.16,19480.51,77407.16
2026-06-12,STR-106,In-Store,1,2,20102.23,5626.55,20102.23
2026-06-12,STR-106,Online,1,2,37086.56,10916.76,37086.56
2026-06-12,STR-108,Mobile App,1,5,71091.63,29386.28,71091.63
2026-06-12,STR-108,Online,1,3,17125.68,5740.14,17125.68
2026-06-12,STR-109,Online,1,3,20979.45,5231.01,20979.45
2026-06-12,STR-111,Mobile App,1,2,35019.79,7826.53,35019.79
2026-06-12,STR-111,Online,1,1,11961.1,2847.63,11961.1
2026-06-12,STR-112,Online,1,1,15872.06,4250.88,15872.06
2026-06-13,STR-100,In-Store,2,7,82242.7,22316.28,41121.35
2026-06-13,STR-101,In-Store,1,5,83619.52,28319.92,83619.52
2026-06-13,STR-101,Online,1,3,69774.93,19278.06,69774.93
2026-06-13,STR-102,Online,2,6,112717.7,32276.14,56358.85
2026-06-13,STR-105,Online,1,2,11778.9,3242.74,11778.9
2026-06-13,STR-106,In-Store,1,1,17251.06,4470.58,17251.06
2026-06-13,STR-106,Online,1,3,5806.03,2211.28,5806.03
2026-06-13,STR-107,In-Store,1,2,5450.44,1176.58,5450.44
2026-06-13,STR-107,Online,1,2,10539.01,2002.85,10539.01
2026-06-13,STR-109,In-Store,2,5,27009.02,8007.05,13504.51
2026-06-13,STR-109,Mobile App,1,4,88696.48,15105.68,88696.48
2026-06-13,STR-110,In-Store,1,3,54741.02,11079.68,54741.02
2026-06-13,STR-113,Online,1,4,62181.83,10788.15,62181.83
2026-06-13,STR-114,Mobile App,1,4,54625.46,14422.38,54625.46
2026-06-13,STR-114,Online,2,3,32149.25,8907.92,16074.62
2026-06-14,STR-100,Mobile App,1,2,41884.45,5089.05,41884.45
2026-06-14,STR-101,Online,1,4,50362.52,13908.64,50362.52
2026-06-14,STR-102,Online,2,4,51855.31,8265.79,25927.66
2026-06-14,STR-103,Online,2,7,57918.89,14615.18,28959.44
2026-06-14,STR-104,In-Store,1,1,1935.34,737.09,1935.34
2026-06-14,STR-106,Online,1,2,14619.26,4441.22,14619.26
2026-06-14,STR-107,In-Store,1,1,13880.99,4791.07,13880.99
2026-06-14,STR-107,Online,1,3,55629.84,16375.14,55629.84
2026-06-14,STR-109,Mobile App,1,1,7728.21,2056.13,7728.21
2026-06-14,STR-109,Online,1,3,55629.84,16375.14,55629.84
2026-06-14,STR-110,Mobile App,2,6,27709.38,5964.81,13854.69
2026-06-14,STR-111,In-Store,1,5,48804.87,12612.82,48804.87
2026-06-14,STR-111,Online,2,7,80805.18,20552.56,40402.59
2026-06-14,STR-113,In-Store,2,4,10095.86,4098.09,5047.93
2026-06-14,STR-114,Mobile App,1,5,110142.8,28495.8,110142.8
2026-06-15,STR-100,Mobile App,1,1,1849.94,539.01,1849.94
2026-06-15,STR-100,Online,1,3,41132.31,11666.31,41132.31
2026-06-15,STR-102,Online,2,4,30253.97,8186.79,15126.98
2026-06-15,STR-103,Mobile App,1,2,41854.26,9195.46,41854.26
